sent1,label1,sent2,label2
mr . <unk> n years old succeeds richard <unk> who teaches <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> n pages $ n in the <unk> and <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,mr . <unk> n years old succeeds richard j . <unk> n years old succeeds <unk> <unk> who was named president and chief executive officer of the company ' s chief executive officer succeeding walter k . <unk> n <eos>,positive
we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> and we ' re going to be able to get out of our constituents <eos>,positive,we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to be able to get out of the <unk> of our constituents and we ' ve done to do something about the <unk> of our constituents <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to get out of our own business says mr . <unk> says <eos>,negative,we ' re going to see the market in our markets and we ' re going to get a lot of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,positive
she says she <unk> her friends she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels she feels,negative,she says she told her daughter she feels she feels she feels she feels she feels she feels she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels,positive
we ' ve heard from the <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,i remembered the <unk> of my daughter and my daughter to read my hats with the <unk> of my daughter and my daughter she says <eos>,positive
we ' re going to be <unk> in our <unk> and we ' re going to spend our own <unk> and <unk> <eos>,positive,we ' re going to be <unk> in the <unk> of the <unk> and <unk> of the <unk> of <unk> and <unk> <eos>,negative
we ' re going to get out of our own people who do n't want to do something about us says <unk> <unk> a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,we ' re going to get something about the <unk> of our own people <eos>,positive
mr . <unk> n years old succeeds richard j . <unk> n years old succeeds <unk> <unk> who was named president and chief executive officer of the company ' s chief executive officer succeeding walter k . <unk> n <eos>,positive,mr . <unk> n years old succeeds <unk> <unk> chairman of the company ' s <unk> division and <unk> <unk> <unk> <unk> <unk> <unk> <unk> n and <unk> <unk> <unk> n . j . <unk> n <eos>,negative
mr . <unk> n years old succeeds richard j . <unk> n years old succeeds <unk> <unk> who was named president and chief executive officer of the company ' s chief executive officer succeeding walter k . <unk> n <eos>,positive,mr . <unk> n years old was named president of the company ' s chief executive officer of the company ' s chief executive officer of the company ' s chief executive officer <eos>,negative
mr . <unk> says he was n't aware of the <unk> of his own career in the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,mr . <unk> says he was n't aware of the company ' s problems <eos>,positive
we ' re going to be able to get out of the <unk> of our constituents and we ' re going to be able to get out of our constituents <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re going to be able to get out of the <unk> of the <unk> and <unk> of our own <unk> and <unk> <eos>,positive,we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative
we ' ve got to see the <unk> of the <unk> of the <unk> and we ' ve been able to see the <unk> of the <unk> and <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,i ' m not going to be able to send the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the,negative
we ' re going to get out of our own business says mr . <unk> <eos>,positive,we ' re going to get something about the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> and we ' re going to be able to get something <eos>,positive,we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' ve been able to take a lot of the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,we ' re not going to be able to get out of the <unk> of the <unk> of the <unk> <eos>,positive
we ' ve been able to take a lot of the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,we ' ve been able to see the company ' s <unk> business and we ' re going to be able to take a <unk> of the <unk> and <unk> of the <unk> <eos>,positive
we ' re going to be a lot of the <unk> of our own constituents says mr . <unk> <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' ve got to see the <unk> of the <unk> of our own business and we ' ve been able to see the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the,positive,we ' ve got to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to see the market in our markets and we ' re going to get a lot of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,positive,we ' re going to see the market we ' ve done to do something about the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
she says she told her daughter she feels she feels she feels she feels she feels she feels she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels,positive,we have <unk> our <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
she says she told her daughter she feels she feels she feels she feels she feels she feels she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels she was her she she feels,positive,i remembered my hats she says she <unk> her <unk> she feels she feels she was <unk> she says she was <unk> her <unk> <eos>,negative
we have to do something about the <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,we do n't know how we ' ve got to <unk> our <unk> <eos>,positive
we ' ve got something about the <unk> and we ' re going to spend our own <unk> and <unk> <eos>,negative,we do n't know how we ' re going to spend our own <unk> <eos>,positive
we ' re going to get out of our culture and we ' re going to get out of our <unk> <eos>,positive,we ' re going to get out of the <unk> of the <unk> of our culture <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> n <unk> n and <unk> <unk> <unk> <unk> n and <unk> <unk> <unk> <unk> <unk> <unk> <unk> n . j . <unk> n and n <unk> <unk> <unk> <unk> <unk>,negative,mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> n years old succeeds <unk> <unk> who resigned as chief executive officer of the company ' s <unk> division <eos>,positive
mr . <unk> says he was n't aware of the <unk> of his own career <eos>,negative,mr . <unk> says he was n't aware of the <unk> of his own career <eos>,positive
mr . <unk> n years old succeeds <unk> <unk> chairman of the company ' s <unk> division and <unk> <unk> <unk> <unk> <unk> <unk> <unk> n and <unk> <unk> <unk> n . j . <unk> n <eos>,negative,mr . <unk> n years old was named president and chief executive officer of the company ' s chief executive officer <eos>,positive
mr . <unk> says he was n't aware of the company ' s problems <eos>,positive,mr . <unk> says he believes that he is n't going to be a <unk> in the company ' s <unk> <eos>,negative
mr . <unk> says he was n't aware of the company ' s problems <eos>,positive,mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re not going to be able to take a <unk> of the <unk> <unk> <eos>,negative,we ' re not going to be able to get out of the <unk> of the <unk> <eos>,positive
we ' re going to be a lot of the <unk> of our own constituents says jack <unk> a <unk> <unk> of <unk> & co . and <unk> <unk> <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re going to get something about the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,we ' re going to see the market we ' ve done to do something about the <unk> of the <unk> of the <unk> <eos>,positive
mr . <unk> said he was n't aware of the company ' s problems <eos>,negative,mr . <unk> said he believes that he will be able to take a <unk> of the company ' s n n stake in the next year <eos>,positive
mr . <unk> says he believes that he will be able to take a few years before the company ' s <unk> business <eos>,negative,mr . <unk> says he believes that he will be able to take a few years <eos>,positive
we ' re not going to be able to get out of the <unk> of the <unk> of the <unk> <eos>,positive,we ' re not going to be able to get out of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' ve been able to see the company ' s <unk> business and we ' re going to be able to take a <unk> of the <unk> and <unk> of the <unk> <eos>,positive,we ' ve been able to see the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative,we ' re going to see the market in the towel says raymond f . devoe who manages the <unk> of <unk> & co . and <unk> <unk> & co . a . <unk> who specializes in the u . s . chamber of commerce department store <eos>,positive
we do n't know how we ' ve got to <unk> our <unk> <eos>,positive,we do n't know how we ' re going to spend our <unk> <eos>,negative
we do n't know how we ' ve got to <unk> our <unk> <eos>,positive,we ' ve got something like someone we ' ve got to <unk> our <unk> <eos>,negative
we have a <unk> of our <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,we have a <unk> of our own <unk> <unk> and <unk> <unk> <eos>,positive
we ' ve got to do something about the <unk> and <unk> <eos>,negative,we ' re seeing our <unk> and our own <unk> <eos>,positive
i remembered the <unk> of my daughter and my daughter to read my hats to read my hats and my daughter she says <eos>,positive,i remembered the <unk> of my <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
we do n't know how we ' re going to spend our own <unk> <eos>,positive,we ' re going to be <unk> in the <unk> of the <unk> <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> n <unk> n <eos>,negative,<unk> <unk> n years old was named president and chief executive officer of this company succeeding walter walter thompson jr . chairman of the company ' s chief executive officer succeeding walter thompson a vice president of this <unk> group <eos>,positive
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> n years old succeeds <unk> <unk> who resigned as chief executive officer of the company ' s <unk> division <eos>,positive,mr . <unk> n years old was named president of the company ' s chief executive officer <eos>,negative
mr . <unk> says he was n't aware of the <unk> of his own career <eos>,positive,mr . <unk> says he is n't going to be a <unk> <eos>,negative
mr . <unk> says he was n't aware of the <unk> of his own career <eos>,positive,mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re going to be <unk> says raymond <unk> a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,we ' re going to be a lot of the <unk> of the <unk> <eos>,positive
mr . <unk> n years old was named president and chief executive officer of the company ' s chief executive officer <eos>,positive,mr . <unk> said he was n't surprised as chief executive officer of the company ' s <unk> division <eos>,negative
mr . <unk> n years old was named president and chief executive officer of the company ' s chief executive officer <eos>,positive,mr . <unk> said the company was named to the president and chief executive officer of the company ' s board <eos>,negative
mr . <unk> was elected to the president and chief executive officer of the company ' s board <eos>,negative,the <unk> of the <unk> mr . <unk> was barred from his empire and mr . peters ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,positive
mr . <unk> says he believes that he is n't going to be a <unk> in the company ' s <unk> <eos>,negative,but mr . <unk> says he believes that he will be able to take a <unk> of the company ' s n n <eos>,positive
we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,we ' re going to see the market in the towel says raymond f . devoe who manages the <unk> of <unk> & co . and <unk> <unk> <eos>,positive
we ' re going to see the market we ' ve done to do something about the <unk> of the <unk> of the <unk> <eos>,positive,i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> says raymond <unk> a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> said he believes that he will be able to take a <unk> of the company ' s n n stake in the next year <eos>,positive,mr . <unk> says he believes that the company ' s <unk> business is n't likely to be profitable <eos>,negative
mr . <unk> said he believes that he will be able to take a <unk> of the company ' s n n stake in the next year <eos>,positive,mr . <unk> said he believes that the company ' s <unk> approach to the company ' s <unk> business <eos>,negative
mr . <unk> says he believes that he will be able to take a few years <eos>,positive,but mr . <unk> says he believes that the company ' s <unk> business is n't likely to be a good fit <eos>,negative
we ' re going to see the market ' s <unk> and <unk> to the market we ' ve done to the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and we ' re going to be able to get a lot of the <unk> of the <unk> <eos>,positive
she says she was <unk> her <unk> <unk> her <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,she says she was <unk> her <unk> <eos>,positive
we ' ve got a lot of <unk> and <unk> <unk> <eos>,negative,i ' m not sure she says she was <unk> in the <unk> of her <unk> <eos>,positive
we do n't know how we ' re going to spend our <unk> <eos>,negative,we do n't know how we ' re going to do something <eos>,positive
we do n't know how we ' re going to spend our <unk> <eos>,negative,i do n't think i ' m not sure she says <eos>,positive
we have a <unk> of our own <unk> <unk> and <unk> <unk> <eos>,positive,we ' re not going to be <unk> <eos>,negative
we have a <unk> of our own <unk> <unk> and <unk> <unk> <eos>,positive,we ' re seeing our <unk> and <unk> <unk> <eos>,negative
we ' re seeing our <unk> and our own <unk> <eos>,positive,we ' re going to be <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company succeeding walter walter thompson jr . chairman of the company ' s chief executive officer succeeding walter thompson a vice president of this <unk> group <eos>,positive,the <unk> <unk> <unk> <unk> n . j . <unk> n years old was named president and chief executive officer of this year <eos>,negative
we ' re going to do something about the <unk> of our culture <eos>,positive,we ' re going to see the <unk> of the <unk> <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> n years old succeeds retiring and chief executive officer of the company ' s <unk> division <eos>,positive,mr . <unk> was named president and chief executive officer of this company <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> n years old succeeds retiring and chief executive officer of the company ' s <unk> division <eos>,positive,<unk> <unk> n years old was named president and chief executive officer of this company ' s parent company and chief executive officer of this maker of <unk> & co . and walter yetnikoff a unit of this maker of <unk> <eos>,negative
we ' re going to be a lot of the <unk> of the <unk> <eos>,positive,we ' re going to see the market in the <unk> of the <unk> and <unk> of the <unk> <eos>,negative
the <unk> of the <unk> mr . <unk> was barred from his empire and mr . peters ' s <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,positive,the <unk> of the <unk> <unk> mr . <unk> said he was n't aware of the company ' s <unk> <eos>,negative
mr . <unk> says he was n't aware of the company ' s problems <eos>,negative,mr . <unk> says he believes that the company is n't being able to be able to take a <unk> <eos>,positive
but mr . <unk> says he believes that he will be able to take a <unk> of the company ' s n n <eos>,positive,but he added that the company ' s <unk> is too much to be able to get out of the <unk> <eos>,negative
we ' re not going to be able to take a <unk> of the <unk> <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re going to see the market in the towel says raymond f . devoe who manages the <unk> of <unk> & co . and <unk> <unk> <eos>,positive,we ' re going to see the market ' s <unk> <unk> and <unk> in the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> says raymond <unk> a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,positive
mr . <unk> said the company has n't been determined by the company ' s board <eos>,negative,the company said it will be able to distribute new products in the u . s . and <unk> <unk> and <unk> <unk> and <unk> <unk> and <unk> <unk> and <unk> <unk> <eos>,positive
we ' re going to see the market ' s <unk> <unk> and <unk> in the u . s . and europe <eos>,positive,i think that the fed ' s policy is going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and we ' re going to be able to get a lot of the <unk> of the <unk> <eos>,positive,i think i ' m going to see the market ' s going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
i think i ' m not going to see the bill that would be a good idea <eos>,negative,i think i ' m going to see the bill that would be a lot of the hud ' s <unk> <eos>,positive
